200.0, 0.0; -2835.66523008, -134.32664614, -241.752410528, -230.260388965, 45.5928697695, -2768.09220464, -119.268843829, -2866.90235959, 76.9602710958, -166.820482542, -59.5213236541, 47.8037970167, 1.93396498731, 45.8510720252, 37.5586756779, 26.3503993648, 26.6628871527, 30.0137059001, -13.1230612108, 0.962967107464, 29.0090971209, -0.817102429598, -1.49606907824, -16.5065723302, -62.0949128271, -5.11279497641, -2766.62975341, -12025.3310216, -2558.30609844, -894.440607866, -13.4040643823, -141499.553185, 0, 0, 0, 0
196.013315568, 39.733866159; 0.561910512751, -0.590154984452, -0.587739842788, -12.7372307017, 0.562387927309, 0.653969720158, 0.564597794121, 0.564519169076, 0.565247582176, 0.540582370484, 0.551150875137, 0.539763786079, 0.551041533076, 0.551041533044, 0.551041533043, 11.0510415363, 0.551041533078, 0.551041533375, 0.551041534139, 0.551041533864, 0.551041533338, 1.60104153541, 0.551041533902, 0.551041533235, 53.4431237723, 0.768680856206, 91.5604242947, -608.746895127, 44.7347778566, -19.8430066586, 58.8612955339, -639.228690982, 0, 0, 500.0, 500.0
184.212198801, 77.8836684617; 0.561910512751, -0.590154984452, -0.587739842788, -12.7372307017, 0.562387927309, 0.653969720158, 0.564597794121, 0.564519169076, 0.565247582176, 0.540582370484, 0.551150875137, 0.539763786079, 1.60104153308, 0.551041533044, 0.551041533043, 11.0510415363, 0.551041533078, 0.551041533375, 0.551041534139, 0.551041533864, 0.551041533338, 1.60104153541, 0.551041533902, 11.0510415332, 53.4431237723, 0.768680856206, 91.5604242947, -608.746895127, 44.7347778566, -19.8430066586, 58.8612955339, -639.228690982, 0, 0, 500.0, 500.0
165.067122982, 112.928494679; 5.06506247337, 5.36281717368, 4.3631407558, 4.40368536964, 4.74617095714, 4.42501218712, 4.03502666039, 4.02127848988, 4.2008583602, 4.19071591362, 3.88088889653, 4.00436733154, 4.02169225711, 4.02169225711, 3.98170873428, 3.97429847057, 3.95522690099, 3.98411744473, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.7427126328, 2.65712373644, 64.1785156187, 6.82967172742, 63.1110736939, 15.0750929688, 90.4411737917, 15.8788348999, 0, 0, 1000.0, 500.0
139.341341869, 143.47121818; 5.0673310777, 5.36770937071, 4.37078247198, 4.41219759627, 4.74756942671, 4.43137957603, 4.03996962621, 4.02666636997, 4.20549107176, 4.19189702987, 3.88272707305, 4.00835862544, 4.02044254564, 4.01983641059, 3.97921588101, 14.4731759216, 3.9519460928, 3.98223562814, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.7377615666, 2.65712373644, 64.1677742488, 6.79664413139, 63.1155624061, 15.0622416414, 90.499384786, 15.8855858627, 0, 0, 1000.0, 500.0
108.060461174, 168.294196962; 5.06519642262, 5.36670849081, 4.36675815628, 4.40658711304, 4.79839688408, 4.43145413644, 4.06194323195, 4.0256861383, 4.20040092739, 4.1906485324, 3.88303894297, 3.94922743444, 4.01987558631, 4.01952425242, 5.02894101708, 14.4731955968, 3.95155061658, 3.98172250668, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.7286573361, 2.65712373644, 64.1561919393, 6.74248530657, 63.116720523, 14.8259877594, 100.43888424, 15.8819319321, 0, 0, 1000.0, 500.0
72.4715508953, 186.407817193; 5.06193158772, 5.35771360743, 4.313034508, 4.35274454911, 4.79160591541, 4.37387487428, 4.00721408275, 5.076109337, 4.1981423687, 14.6819786879, 3.8812608936, 3.94065767472, 4.01983875119, 4.01915769749, 5.02891567285, 14.473074688, 3.95176247823, 3.98154881481, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.7140326578, 2.65712373644, 64.1446190815, 6.79845391736, 63.1161272807, 14.7867969531, 100.437698517, 15.8920087553, 0, 0, 1000.0, 500.0
33.99342858, 197.089945998; 5.06002861917, 5.30206101043, 4.26187243175, 4.35192726055, 4.79044578608, 4.37327406982, 4.00833086236, 5.07580863621, 4.19375951626, 14.6808149816, 3.8840772692, 3.93936278542, 4.01717015219, 4.01571738309, 5.02647467518, 14.4728210839, 3.95194494411, 3.98113320394, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.7083011533, 2.65712373644, 64.1422050795, 6.75125235499, 73.173693632, 14.7641423617, 100.491628879, 15.8951610149, 0, 0, 1000.0, 500.0
-5.83990446026, 199.914720608; 5.05892926204, 5.30084050037, 4.26177053531, 4.35042548607, 4.79049976716, 4.37161111097, 4.00714603935, 5.07502539434, 4.19306239505, 14.6802180614, 3.88260904274, 3.93860395561, 4.01714148952, 4.01530843395, 5.02608522002, 14.4728196739, 3.95182968198, 14.4810972896, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.700154177, 2.65712373644, 64.1388521062, 6.7736102017, 73.1725310478, 14.7529245083, 100.493555699, 15.8934499455, 0, 0, 1000.0, 500.0
-45.4404189386, 194.769526176; 5.05892926204, 5.30084050037, 4.26177053531, 14.8504254861, 4.79049976716, 4.37161111097, 4.00714603935, 5.07502539434, 4.19306239505, 14.6802180614, 3.88260904274, 3.93860395561, 4.01714148952, 4.01530843395, 5.02608522002, 14.4728196739, 3.95182968198, 14.4810972896, 3.97223516181, 3.99214004775, 3.99214004775, 3.98133487317, 3.99768971403, 4.0011280814, 92.700154177, 2.65712373644, 64.1388521062, 6.7736102017, 73.1725310478, 14.7529245083, 100.493555699, 15.8934499455, 0, 0, 1000.0, 500.0
